Run ID,Sample ID,Total Singlets,Confidently Mapped Reads in Cells,Median Genes Per Singlet,Median UMI Per Singlet,Total Genes Detected,Reads From Cells Assigned to Sample
SR006832_Sneha_flex_pool4,29110-15,29945,0.9760963853049416,5506.0,14523.0,18034,1047305860
